gender,gender_binary,age,weight(kg),height(m),BMI,BMR,calories_to_maintain_weight,activity_level,ideal_weight
M,1,18,56.74707068,1.63202325,21.30545261,1537.046,2612.9782,1.7,58.59699755
M,1,18,56.89058101,1.632754403,21.3402077,1539.378,2001.1914,1.3,58.64951269
M,1,18,57.73102115,1.633167022,21.64452383,1551.099,2947.0881,1.9,58.67915948
M,1,18,57.78723348,1.632594826,21.68078845,1551.583,2017.0579,1.3,58.63804905
M,1,18,57.82778777,1.631923589,21.71385524,1551.802,2017.3426,1.3,58.58984121
F,0,18,56.87122469,1.631555535,21.3643094,1393.728,2648.0832,1.9,58.5634162
M,1,18,57.21423406,1.631101974,21.50511957,1542.986,2623.0762,1.7,58.53086029
F,0,18,56.76663686,1.631704289,21.3211318,1392.749,2646.2231,1.9,58.57409551
M,1,18,57.40218632,1.631264047,21.57147812,1545.642,2009.3346,1.3,58.5424926
F,0,18,56.85780213,1.632856411,21.3252473,1393.82,2369.494,1.7,58.6568413
F,0,18,57.63333225,1.631111036,21.66240534,1400.969,1821.2597,1.3,58.53151066
F,0,18,57.67024761,1.632273098,21.64542763,1401.521,2382.5857,1.7,58.61494026
M,1,18,57.96037891,1.632477994,21.74886236,1553.896,2020.0648,1.3,58.62965682
M,1,18,56.70521129,1.63180184,21.29551445,1536.362,1843.6344,1.2,58.58109939
F,0,18,57.99399199,1.632025462,21.77354504,1404.587,1825.9631,1.3,58.59715639
M,1,18,56.77083614,1.632004347,21.31486902,1537.363,2613.5171,1.7,58.59564015
F,0,18,56.97368515,1.631964088,21.39208502,1394.781,1813.2153,1.3,58.59274926
M,1,18,57.022479,1.63243097,21.39816061,1541.023,1849.2276,1.2,58.62627918
M,1,18,56.71529783,1.631971202,21.29488186,1536.585,1997.5605,1.3,58.59326009
F,0,18,56.93367678,1.63222831,21.37014255,1394.442,2649.4398,1.9,58.61172363
F,0,18,56.86381572,1.632758668,21.33005634,1393.862,2369.5654,1.7,58.64981909
M,1,18,57.24203893,1.632732789,21.47261147,1544.182,2007.4366,1.3,58.64795993
M,1,18,57.09335072,1.632779072,21.41562143,1542.168,2621.6856,1.7,58.65128496
F,0,18,56.91836897,1.631727027,21.37752548,1394.21,2648.999,1.9,58.57572799
M,1,18,57.54631389,1.630938373,21.63427811,1547.454,2630.6718,1.7,58.51911948
F,0,18,56.99975759,1.630812554,21.43210936,1394.836,1813.2868,1.3,58.5100909
M,1,18,57.48399888,1.632642632,21.56575697,1547.452,2011.6876,1.3,58.6414832
M,1,18,56.76940935,1.631051626,21.33924061,1536.867,1844.2404,1.2,58.52724695
M,1,18,57.67780714,1.632834132,21.63339102,1550.203,2015.2639,1.3,58.65524066
F,0,18,57.06141825,1.630739761,21.45720949,1395.415,1814.0395,1.3,58.5048677
F,0,18,57.36866349,1.631839462,21.54367902,1398.552,2377.5384,1.7,58.58380065
M,1,18,57.49246002,1.631757897,21.59232684,1547.126,2939.5394,1.9,58.57794436
F,0,18,57.5153476,1.630835904,21.62535375,1399.789,2379.6413,1.7,58.51176641
M,1,18,57.26115575,1.630905087,21.52795292,1543.53,2932.707,1.9,58.51673086
M,1,18,56.90090591,1.631413001,21.37919474,1538.849,2616.0433,1.7,58.55318436
F,0,18,57.54707848,1.630996556,21.63302202,1400.121,2380.2057,1.7,58.52329485
M,1,19,57.67993664,1.630718279,21.69036678,1542.374,2622.0358,1.7,58.50332632
M,1,19,57.28987061,1.632170102,21.50537427,1537.756,2614.1852,1.7,58.60754332
M,1,19,57.29831183,1.630759803,21.54576064,1537.167,1998.3171,1.3,58.50630577
M,1,19,56.82422804,1.632041132,21.33395353,1531.312,2909.4928,1.9,58.59828164
M,1,19,56.74035491,1.632352854,21.29432913,1530.319,1836.3828,1.2,58.62066848
M,1,19,57.32589397,1.630796242,21.55516899,1537.563,1998.8319,1.3,58.50892042
F,0,19,56.89776732,1.63183806,21.36687988,1389.331,2639.7289,1.9,58.58369999
M,1,19,57.63784511,1.631762916,21.64679567,1542.32,2005.016,1.3,58.57830471
M,1,19,57.49085626,1.631532213,21.59769834,1540.191,2926.3629,1.9,58.56174197
M,1,19,57.27862631,1.631817479,21.51044686,1537.426,1998.6538,1.3,58.58222226
M,1,19,57.34671155,1.632502146,21.51795512,1538.701,2615.7917,1.7,58.63139165
F,0,19,57.16083269,1.631159336,21.48353653,1391.741,2365.9597,1.7,58.53497715
M,1,19,57.89610664,1.631784085,21.74322568,1545.869,2627.9773,1.7,58.5798246
M,1,19,57.90178738,1.631891874,21.74248658,1546,2937.4,1.9,58.58756395
M,1,19,57.26896596,1.633220411,21.46988628,1537.995,1999.3935,1.3,58.68299604
F,0,19,57.02257624,1.630960751,21.43679301,1390.38,2641.722,1.9,58.52072537
M,1,19,56.93404996,1.633010938,21.34980392,1533.302,1993.2926,1.3,58.66794392
F,0,19,57.45575659,1.630920149,21.60071622,1394.532,2370.7044,1.7,58.51781171
M,1,19,57.64155817,1.632552492,21.62725515,1542.766,2622.7022,1.7,58.63500806
M,1,19,57.16852251,1.631758548,21.47064917,1535.888,2611.0096,1.7,58.5779911
M,1,19,57.95319653,1.632191153,21.75381126,1546.854,2010.9102,1.3,58.60905512
M,1,19,57.40902718,1.63113493,21.57746454,1538.871,1846.6452,1.2,58.53322552
F,0,19,57.08015892,1.632903191,21.40741843,1391.263,2365.1471,1.7,58.66020229
F,0,19,57.67409757,1.63299138,21.62783379,1396.98,2374.866,1.7,58.66653864
F,0,19,57.11825566,1.632436436,21.43395805,1391.549,2643.9431,1.9,58.62667179
M,1,19,57.88171596,1.633076807,21.70342003,1546.318,2010.2134,1.3,58.67267687
M,1,19,56.80499028,1.632044982,21.32663033,1531.051,2908.9969,1.9,58.59855811
M,1,19,57.03550772,1.631160351,21.43640725,1533.767,2914.1573,1.9,58.53504999
M,1,19,57.64945421,1.631656186,21.65398824,1542.426,2930.6094,1.9,58.570642
M,1,19,57.31847067,1.632359315,21.51112236,1538.243,2922.6617,1.9,58.62113253
F,0,19,56.98832071,1.631996059,21.39674191,1390.227,2641.4313,1.9,58.59504501
F,0,19,57.06120906,1.632422559,21.41291505,1390.999,2642.8981,1.9,58.62567504
F,0,19,57.86270667,1.630719947,21.75905239,1398.404,1817.9252,1.3,58.503446
M,1,19,56.74762484,1.632562457,21.29158923,1530.524,2907.9956,1.9,58.63572387
M,1,19,56.98045826,1.632968389,21.36832018,1533.916,1840.6992,1.2,58.66488671
M,1,19,57.50936089,1.632636484,21.57543429,1540.996,2927.8924,1.9,58.64104156
F,0,19,57.50331994,1.632688771,21.57178622,1395.289,2371.9913,1.7,58.6447977
F,0,19,57.52112327,1.631927569,21.59859992,1395.33,2372.061,1.7,58.59012699
M,1,19,57.81853518,1.630971336,21.73573987,1544.4,2934.36,1.9,58.52148497
M,1,19,57.83802025,1.631290046,21.7345697,1544.826,2008.2738,1.3,58.54435871
M,1,19,57.21963802,1.631612652,21.49368985,1536.515,2919.3785,1.9,58.56751662
F,0,19,57.04582842,1.631592027,21.42894265,1390.711,2364.2087,1.7,58.56603594
M,1,19,57.39328234,1.632069673,21.54684429,1539.123,2924.3337,1.9,58.60033119
F,0,19,57.01242081,1.632870721,21.38286424,1390.607,1807.7891,1.3,58.65786941
M,1,19,57.60368331,1.632097603,21.62509381,1542.019,2621.4323,1.7,58.60233689
M,1,19,57.2396023,1.632577895,21.47577197,1537.271,2613.3607,1.7,58.63683283
M,1,19,57.26362162,1.631160977,21.52212579,1536.892,2612.7164,1.7,58.53509492
F,0,19,56.82478904,1.632413435,21.32443391,1388.728,2638.5832,1.9,58.6250197
M,1,19,57.75545484,1.631443062,21.69947195,1543.771,2624.4107,1.7,58.55534222
F,0,19,56.71928714,1.631131926,21.31830089,1387.498,2636.2462,1.9,58.53300992
M,1,19,56.75796898,1.632225675,21.30425915,1530.497,1989.6461,1.3,58.61153439
M,1,19,57.19654742,1.632702336,21.4563471,1536.744,1844.0928,1.2,58.6457722
M,1,19,56.70714403,1.631732654,21.29804625,1529.554,2906.1526,1.9,58.57613199
F,0,19,57.80811296,1.632658205,21.68693822,1398.21,1817.673,1.3,58.64260192
F,0,19,56.76354659,1.631357589,21.32903403,1387.961,2359.5337,1.7,58.54920683
M,1,19,57.73169203,1.631297366,21.69441863,1543.373,2932.4087,1.9,58.54488412
M,1,19,57.71227641,1.632545138,21.6539839,1543.731,2006.8503,1.3,58.63447981
M,1,19,57.73886369,1.633079656,21.6497804,1544.362,2625.4154,1.7,58.67288158
F,0,19,56.81993226,1.631401996,21.34905878,1388.51,2360.467,1.7,58.5523944
F,0,19,57.24628521,1.632914618,21.46942218,1392.86,2367.862,1.7,58.66102329
M,1,19,57.38137115,1.633074651,21.51586678,1539.462,2924.9778,1.9,58.67252195
F,0,19,56.81743844,1.631588764,21.34323462,1388.517,1805.0721,1.3,58.56580169
F,0,19,57.10280795,1.632912757,21.41566185,1391.482,1808.9266,1.3,58.66088958
M,1,19,57.45925208,1.63249113,21.56047419,1540.237,1848.2844,1.2,58.63060037
M,1,19,57.91216974,1.633009269,21.71663525,1546.701,2010.7113,1.3,58.667824
M,1,19,57.6443337,1.631208537,21.66395038,1542.132,2004.7716,1.3,58.53850841
M,1,19,56.76717999,1.63316365,21.28324822,1531.092,2602.8564,1.7,58.67891717
M,1,19,57.75936888,1.630822821,21.71745243,1543.515,2006.5695,1.3,58.51082762
M,1,19,57.62103702,1.630990611,21.66098233,1541.704,2620.8968,1.7,58.52286821
M,1,19,57.9067145,1.632676654,21.72343801,1546.46,2628.982,1.7,58.64392724
M,1,19,57.46388058,1.631174566,21.59703185,1539.642,2925.3198,1.9,58.53607022
M,1,19,57.97304483,1.631251008,21.78635242,1546.656,2938.6464,1.9,58.54155672
M,1,19,57.15531256,1.631709095,21.46698908,1535.682,2917.7958,1.9,58.57444056
M,1,19,57.21742312,1.631592751,21.49338214,1536.475,1843.77,1.2,58.56608791
M,1,19,56.83211886,1.63150361,21.35097783,1531.152,1837.3824,1.2,58.55968865
M,1,19,57.62537848,1.631609257,21.64619016,1542.072,2929.9368,1.9,58.56727289
F,0,19,56.76960816,1.63310213,21.2857622,1388.316,1804.8108,1.3,58.67449647
F,0,19,57.97436316,1.632811397,21.74522673,1399.832,1819.7816,1.3,58.65360728
F,0,19,57.92455069,1.632319216,21.73964696,1399.27,1819.051,1.3,58.6182525
F,0,19,57.79167928,1.633106309,21.66887684,1398.128,2376.8176,1.7,58.67479676
M,1,19,57.45467679,1.632754777,21.55179562,1540.306,2926.5814,1.9,58.64953956
M,1,19,57.39046927,1.631240802,21.56768957,1538.67,2615.739,1.7,58.54082419
F,0,19,56.79089465,1.630863629,21.35223869,1388.139,2637.4641,1.9,58.51375588
F,0,19,56.81053403,1.633216566,21.29812243,1388.728,2638.5832,1.9,58.68271973
F,0,19,56.74504826,1.630842947,21.33554252,1387.696,1804.0048,1.3,58.51227179
M,1,19,57.84566797,1.630692897,21.75336673,1544.632,2934.8008,1.9,58.50150514
M,1,19,57.49975761,1.632640149,21.57173466,1540.867,2619.4739,1.7,58.64130483
M,1,19,57.08168802,1.631947914,21.43306201,1534.793,1841.7516,1.2,58.59158787
F,0,19,57.70126465,1.631877034,21.66758311,1397.051,1816.1663,1.3,58.58649839
F,0,19,57.41568144,1.631472873,21.57102635,1394.241,1812.5133,1.3,58.55748218
F,0,19,57.48129207,1.630690137,21.61641317,1394.738,2371.0546,1.7,58.5013071
M,1,19,57.04734306,1.630980518,21.4455839,1533.839,1993.9907,1.3,58.5221439
F,0,19,57.05373656,1.632892489,21.39778944,1391.008,2642.9152,1.9,58.65943337
M,1,19,57.02940045,1.630998044,21.43837808,1533.602,1993.6826,1.3,58.52340163
M,1,19,56.8548858,1.632987905,21.32071944,1532.206,1838.6472,1.2,58.66628895
M,1,19,56.87819249,1.633081539,21.32701371,1532.572,2605.3724,1.7,58.67301689
F,0,19,56.92781311,1.631049514,21.39883896,1389.485,2362.1245,1.7,58.52709538
M,1,19,57.04373956,1.631989086,21.41773242,1534.294,2608.2998,1.7,58.59454429
M,1,19,56.95740525,1.632195357,21.37991234,1533.214,1993.1782,1.3,58.60935704
M,1,19,57.73250553,1.631876232,21.67933577,1543.673,2624.2441,1.7,58.5864408
F,0,19,57.07683377,1.632193331,21.42479501,1391.11,1808.443,1.3,58.60921153
F,0,19,56.93822442,1.633123786,21.34841869,1389.938,2362.8946,1.7,58.67605261
F,0,19,57.4557674,1.632360562,21.56261569,1394.777,1813.2101,1.3,58.6212221
M,1,19,57.61163507,1.631702678,21.63854965,1541.931,2621.2827,1.7,58.57397985
F,0,19,57.99195207,1.63133061,21.79133098,1399.749,2379.5733,1.7,58.5472703
M,1,19,56.78515233,1.632056472,21.31888226,1530.785,1990.0205,1.3,58.59938321
F,0,19,57.27865877,1.631310711,21.5238256,1392.898,2367.9266,1.7,58.54584199
M,1,19,57.75604234,1.631450204,21.69950269,1543.783,2624.4311,1.7,58.5558549
F,0,19,56.9545026,1.631312312,21.40197417,1389.786,1806.7218,1.3,58.5459569
M,1,19,57.79170584,1.632570831,21.68310378,1544.832,2008.2816,1.3,58.6363254
M,1,19,57.92951827,1.632515195,21.73629164,1546.692,2010.6996,1.3,58.63232896
F,0,19,56.96934131,1.632780672,21.36906383,1390.178,2641.3382,1.9,58.6513999
M,1,19,56.96149645,1.632017767,21.3861016,1533.181,2913.0439,1.9,58.59660382
F,0,19,57.21758375,1.632648045,21.46566607,1392.539,2645.8241,1.9,58.64187205
F,0,19,57.05229023,1.63087581,21.45019775,1390.651,2642.2369,1.9,58.51462997
F,0,19,56.92767723,1.632100336,21.37124169,1389.663,2640.3597,1.9,58.60253315
F,0,19,57.33972262,1.63180481,21.53372537,1393.568,1811.6384,1.3,58.58131263
F,0,19,57.13775277,1.632648523,21.43570423,1391.773,2366.0141,1.7,58.64190639
M,1,19,56.72021706,1.631469595,21.30982657,1529.602,1988.4826,1.3,58.55724687
M,1,19,56.7061034,1.631081014,21.31467624,1529.214,1835.0568,1.2,58.52935603
M,1,19,57.07942262,1.631034526,21.45622244,1534.305,2608.3185,1.7,58.52601975
M,1,19,56.96573818,1.632025427,21.38749337,1533.243,2913.1617,1.9,58.59715388
F,0,19,56.87385422,1.631345458,21.37080022,1389.018,2361.3306,1.7,58.54833607
F,0,19,56.93046772,1.63126661,21.39414121,1389.548,2640.1412,1.9,58.54267656
M,1,19,57.29951957,1.631425667,21.52863025,1537.516,2921.2804,1.9,58.55409355
M,1,19,57.79406411,1.633158468,21.66838689,1545.158,2008.7054,1.3,58.6785448
M,1,19,57.17841175,1.631584514,21.47894465,1535.936,2611.0912,1.7,58.56549658
M,1,19,57.46635141,1.632757893,21.55609261,1540.468,1848.5616,1.2,58.64976342
F,0,19,57.39694618,1.631936407,21.55173924,1394.14,2370.038,1.7,58.5907616
M,1,19,57.55283583,1.632539008,21.59432302,1541.543,2928.9317,1.9,58.63403948
M,1,19,57.13397831,1.631349159,21.46844649,1535.21,2916.899,1.9,58.54860173
F,0,19,56.96490332,1.631214389,21.40845259,1389.87,1806.831,1.3,58.53892842
M,1,19,57.54217049,1.632145748,21.60072678,1541.201,2003.5613,1.3,58.60579434
F,0,19,57.41746098,1.630992378,21.58440698,1394.176,1812.4288,1.3,58.52299502
M,1,19,56.70920094,1.632807268,21.27079285,1530.12,1836.144,1.2,58.65331064
M,1,19,57.93007271,1.630724325,21.78426817,1545.804,2009.5452,1.3,58.50376013
F,0,19,57.37776776,1.631154379,21.56520126,1393.823,1811.9699,1.3,58.53462138
F,0,19,57.11822524,1.631193619,21.46662042,1391.338,2365.2746,1.7,58.5374377
M,1,19,57.97516335,1.632234939,21.76088938,1547.177,2011.3301,1.3,58.61219971
F,0,19,57.51269064,1.631774029,21.59949774,1395.223,1813.7899,1.3,58.5791026
M,1,19,56.77099766,1.633064986,21.28725152,1531.095,2602.8615,1.7,58.67182747
M,1,19,57.06888735,1.632188893,21.42192868,1534.738,1995.1594,1.3,58.60889281
M,1,19,57.40844821,1.632754809,21.53445398,1539.673,1847.6076,1.2,58.64954186
M,1,19,56.77894849,1.632498395,21.30501378,1530.921,2602.5657,1.7,58.63112221
F,0,19,57.18412981,1.63272149,21.45118551,1392.23,2645.237,1.9,58.64714821
M,1,19,57.64565951,1.632661607,21.62590307,1542.876,2622.8892,1.7,58.64284631
M,1,19,57.1982659,1.631970712,21.4762347,1536.402,1997.3226,1.3,58.59322491
F,0,19,57.01741714,1.631045839,21.43261718,1390.345,2641.6555,1.9,58.52683164
M,1,19,57.3945149,1.63277217,21.52876965,1539.491,2001.3383,1.3,58.6507891
M,1,19,56.75454023,1.632824907,21.28733902,1530.75,1836.9,1.2,58.65457789
M,1,19,57.99968404,1.632683277,21.75813861,1547.737,2940.7003,1.9,58.64440303
F,0,19,57.32526601,1.632023652,21.52252306,1393.467,1811.5071,1.3,58.59702642
F,0,19,56.91445156,1.631651552,21.3780318,1389.459,1806.2967,1.3,58.57030932
M,1,19,57.17886563,1.633141063,21.43819109,1536.721,2612.4257,1.7,58.6772941
M,1,19,57.40473612,1.632798685,21.53190431,1539.644,2925.3236,1.9,58.65269401
F,0,19,57.16189661,1.632136123,21.45822902,1391.917,2644.6423,1.9,58.60510313
M,1,19,57.22752332,1.631864426,21.49001908,1536.749,2612.4733,1.7,58.58559311
F,0,19,56.77379032,1.630862177,21.34584583,1387.975,2637.1525,1.9,58.51365169
M,1,19,57.27359826,1.63209623,21.50121221,1537.496,1844.9952,1.2,58.60223829
M,1,19,56.74312379,1.631788921,21.31008983,1530.075,1989.0975,1.3,58.58017182
F,0,19,57.99159874,1.632661877,21.75567577,1399.972,1819.9636,1.3,58.6428657
M,1,19,57.090528,1.63229673,21.42722049,1535.089,1842.1068,1.2,58.61663752
M,1,19,57.49709254,1.630684278,21.62251047,1539.852,1847.8224,1.2,58.50088672
F,0,19,56.7078699,1.631908901,21.29371868,1387.52,2636.288,1.9,58.58878655
M,1,19,57.46463724,1.632134597,21.57191636,1540.133,2926.2527,1.9,58.60499354
M,1,19,57.09146054,1.630906691,21.46411195,1534.406,1841.2872,1.2,58.51684596
M,1,19,57.79721992,1.632344159,21.69119557,1544.794,2935.1086,1.9,58.62004398
M,1,19,56.84027129,1.631756141,21.3474316,1531.39,2603.363,1.7,58.57781828
F,0,19,57.68596564,1.632887148,21.63504613,1397.076,2375.0292,1.7,58.65904964
F,0,19,57.4914297,1.63261985,21.56914667,1395.163,1813.7119,1.3,58.63984664
F,0,19,56.91858822,1.631873356,21.37377416,1389.537,2362.2129,1.7,58.5862343
M,1,19,57.92170383,1.631469406,21.76123108,1546.062,2628.3054,1.7,58.5572333
M,1,19,57.02040716,1.632640135,21.39190084,1534.3,2915.17,1.9,58.64130383
M,1,19,57.10782994,1.631964813,21.44243371,1535.16,2916.804,1.9,58.59280132
M,1,19,57.73670965,1.632093903,21.67513174,1543.84,2624.528,1.7,58.60207118
M,1,19,56.88620018,1.630724567,21.39171961,1531.503,1837.8036,1.2,58.5037775
M,1,19,57.95775994,1.633007644,21.73377448,1547.325,2939.9175,1.9,58.66770724
M,1,19,56.81716503,1.631594103,21.34299223,1530.992,2602.6864,1.7,58.56618497
F,0,19,57.98605674,1.632813092,21.74956765,1399.944,2379.9048,1.7,58.65372905
F,0,19,57.2817301,1.633125105,21.47717801,1393.236,1811.2068,1.3,58.67614739
M,1,19,57.07072099,1.631162905,21.44957473,1534.25,1994.525,1.3,58.5352333
F,0,19,57.12771198,1.631543101,21.46098881,1391.488,1808.9344,1.3,58.56252359
F,0,19,57.52635965,1.631517958,21.61141362,1395.311,2372.0287,1.7,58.56071864
F,0,19,57.19652807,1.631768249,21.48091172,1392.187,2645.1553,1.9,58.57868761
M,1,19,57.17715073,1.631559006,21.47914254,1535.906,1996.6778,1.3,58.56366538
M,1,19,57.19348198,1.631111813,21.49706015,1535.907,2918.2233,1.9,58.53156642
M,1,19,57.31153673,1.631154225,21.54031266,1537.545,2921.3355,1.9,58.53461033
M,1,19,57.26476106,1.631577269,21.51157259,1537.116,1844.5392,1.2,58.56497646
F,0,19,57.28329095,1.632819255,21.48581016,1393.199,1811.1587,1.3,58.65417183
M,1,19,57.27593632,1.633212684,21.47270262,1538.087,1845.7044,1.2,58.68244077
M,1,19,57.38443655,1.631712696,21.55295074,1538.823,1846.5876,1.2,58.57469909
M,1,19,56.94618522,1.632612773,21.3647717,1533.269,2606.5573,1.7,58.63933826
F,0,19,56.7618444,1.632947346,21.2868861,1388.215,2637.6085,1.9,58.66337477
M,1,19,57.80858143,1.631382035,21.7210573,1544.469,2007.8097,1.3,58.55096157
M,1,19,57.08655523,1.63138599,21.44965841,1534.579,1841.4948,1.2,58.55124546
M,1,19,56.94858494,1.632452232,21.36987458,1533.222,1839.8664,1.2,58.62780637
M,1,19,57.0928592,1.632538137,21.42175865,1535.241,2916.9579,1.9,58.63397691
M,1,19,57.76703993,1.632960576,21.66350453,1544.689,2625.9713,1.7,58.66432534
M,1,19,57.43211281,1.632570905,21.54818466,1539.905,1847.886,1.2,58.63633072
F,0,19,57.33935541,1.632284008,21.52094586,1393.646,1811.7398,1.3,58.61572382
F,0,19,56.84344866,1.631650741,21.35138313,1388.778,2638.6782,1.9,58.57025109
M,1,19,57.00238389,1.632525069,21.38815392,1533.995,2607.7915,1.7,58.63303822
F,0,19,57.06362656,1.63292668,21.40060244,1391.108,1808.4404,1.3,58.66188993
M,1,19,57.13526356,1.630893942,21.48091597,1535,1995.5,1.3,58.5159311
M,1,19,57.3733852,1.630906917,21.5700984,1538.269,1999.7497,1.3,58.51686218
F,0,19,57.95281953,1.632241427,21.75232973,1399.528,2379.1976,1.7,58.61266567
M,1,19,57.89587259,1.631382591,21.75384134,1545.665,2627.6305,1.7,58.55100148
M,1,19,57.91805653,1.632901309,21.72171475,1546.728,2938.7832,1.9,58.66006707
M,1,19,57.37610182,1.632164114,21.53790161,1538.935,2923.9765,1.9,58.60711329
M,1,19,56.9143006,1.632756057,21.3490619,1532.904,1839.4848,1.2,58.64963152
F,0,19,57.24476097,1.630878341,21.52249502,1392.499,1810.2487,1.3,58.51481159
M,1,19,57.29185454,1.632854898,21.48808405,1538.126,2614.8142,1.7,58.65673259
F,0,19,57.42095279,1.63272443,21.5399461,1394.504,1812.8552,1.3,58.64735942
M,1,19,57.91926672,1.630780146,21.77871362,1545.684,2009.3892,1.3,58.50776546
F,0,19,57.52540855,1.632153456,21.59423056,1395.41,2372.197,1.7,58.60634789
M,1,19,57.75384405,1.632585097,21.66851955,1544.32,2934.208,1.9,58.63735018
F,0,19,57.93756231,1.63265178,21.73567273,1399.451,2379.0667,1.7,58.64214036
F,0,19,57.9542798,1.631042106,21.7848798,1399.338,2378.8746,1.7,58.52656373
M,1,19,57.95051513,1.632554336,21.74312745,1546.999,2629.8983,1.7,58.63514052
M,1,19,56.96060322,1.632772449,21.36600142,1533.546,1993.6098,1.3,58.65080914
M,1,19,56.99118128,1.633073227,21.36959745,1534.116,1840.9392,1.2,58.67241962
F,0,19,57.90747068,1.632186626,21.73676781,1399.083,1818.8079,1.3,58.60873001
F,0,19,56.78262985,1.632628443,21.30300092,1388.36,2637.884,1.9,58.64046392
M,1,19,57.08387976,1.631320174,21.45038388,1534.509,1994.8617,1.3,58.54652122
M,1,19,57.10476343,1.633177974,21.40944004,1535.724,2610.7308,1.7,58.67994648
M,1,19,57.40477179,1.630700495,21.58736271,1538.596,2615.6132,1.7,58.5020503
M,1,19,57.05512013,1.632421958,21.41064587,1534.666,2608.9322,1.7,58.62563188
M,1,19,57.27417298,1.631714576,21.51148741,1537.313,2613.4321,1.7,58.57483407
F,0,19,57.0680575,1.632026842,21.42587147,1390.998,2364.6966,1.7,58.59725549
F,0,19,57.28403493,1.632363178,21.49809718,1393.128,2646.9432,1.9,58.62140999
M,1,19,56.93286254,1.632465587,21.36362521,1533.013,1839.6156,1.2,58.62876564
F,0,19,57.46630724,1.63316826,21.54524459,1395.015,1813.5195,1.3,58.67924844
M,1,19,57.01647726,1.631840769,21.41138808,1533.846,2914.3074,1.9,58.5838945
F,0,19,57.55001587,1.63184599,21.61160944,1395.594,1814.2722,1.3,58.58426937
F,0,19,56.97820516,1.631060839,21.41748361,1389.971,2362.9507,1.7,58.52790813
F,0,19,57.04150314,1.631643205,21.42597374,1390.678,2642.2882,1.9,58.56971007
